net,length_um
alu_inst.y\[29\],66.015
rf._03182_,65.96
rf._01664_,65.92
clknet_leaf_65_clk,65.84
rf._03896_,65.74
clknet_leaf_46_clk,65.655
rf.regs\[30\]\[28\],65.54
clknet_leaf_38_clk,65.48
alu_inst._225_,65.36
rf._03071_,65.28
clknet_leaf_91_clk,65.28
imem_inst.instr\[15\],65.24
rf._02886_,65.18
rf._01484_,65.14
rf._01818_,65.14
clknet_leaf_173_clk,65.06
rf.regs\[2\]\[6\],64.84
rf._01156_,64.78
rf._02370_,64.72
net30,64.68
rf._01988_,64.54
rf._01330_,64.38
rf._01938_,64.36
clknet_leaf_58_clk,64.36
rf._02826_,64.34
rf.regs\[1\]\[27\],64.34
rf.regs\[0\]\[2\],64.32
alu_inst._038_,64.26
rf._01136_,64.02
rf._01763_,63.92
clknet_leaf_127_clk,63.92
rf._02046_,63.9
clknet_leaf_28_clk,63.78
rf._01397_,63.72
rf.regs\[2\]\[22\],63.72
rf.regs\[2\]\[7\],63.66
rf._04230_,63.5
clknet_leaf_48_clk,63.47
clknet_leaf_176_clk,63.46
rf._04229_,63.32
rf._01608_,63.18
rf._04253_,63.02
rf._01870_,63
rf._02405_,62.86
rf.regs\[16\]\[23\],62.84
rf.regs\[23\]\[0\],62.74
rf.regs\[28\]\[3\],62.72
clknet_leaf_184_clk,62.7
rf._01050_,62.68
rf.regs\[2\]\[23\],62.64
clknet_leaf_9_clk,62.64
rf._04183_,62.62
clknet_leaf_34_clk,62.56
rf._04300_,62.44
rf._04419_,62.44
rf._01598_,62.4
rf._03230_,62.26
rf._02541_,62.2
rf._04522_,62.08
rf._02429_,62.06
rf.regs\[18\]\[25\],61.92
rf._03072_,61.74
rf._03733_,61.74
clknet_leaf_75_clk,61.62
rf._02626_,61.54
rf.regs\[31\]\[2\],61.52
rf._04290_,61.5
rf._01157_,61.4
rf._02713_,61.38
rf.regs\[7\]\[2\],61.3
clknet_leaf_22_clk,61.22
rf._02315_,61.04
clknet_leaf_39_clk,61.02
rf._02326_,60.48
alu_inst._027_,60.44
clknet_leaf_13_clk,60.38
clknet_leaf_154_clk,59.84
clknet_leaf_178_clk,59.76
rf._02275_,59.74
clknet_leaf_161_clk,59.7
clknet_leaf_74_clk,59.6
rf._02766_,59.46
rf._01883_,59.28
rf.regs\[30\]\[3\],59.16
rf._02381_,58.94
clknet_leaf_92_clk,58.84
rf._02590_,58.74
rf.regs\[16\]\[22\],58.7
rf._01828_,58.6
rf._04430_,58.6
rf._01647_,58.44
rf._02355_,58.34
clknet_leaf_94_clk,58.28
rf._01108_,57.82
clknet_leaf_163_clk,57.78
clknet_leaf_174_clk,57.68
rf._03475_,57.6
rf.regs\[2\]\[24\],57.595
rf._01317_,57.56
rf.regs\[19\]\[2\],57.52
clknet_leaf_64_clk,57.48
rf._04442_,57.36
rf.regs\[20\]\[11\],57.22
rf.regs\[10\]\[5\],57.18
clknet_leaf_68_clk,57.16
clknet_leaf_132_clk,56.94
rf.regs\[17\]\[22\],56.92
rf._04072_,56.88
rf.regs\[2\]\[25\],56.88
clknet_leaf_44_clk,56.74
rf._03176_,56.64
rf.regs\[18\]\[23\],56.62
rf._03656_,56.3
rf._03162_,56.26
rf._02928_,56.14
rf.regs\[29\]\[18\],56.1
clknet_leaf_175_clk,56.06
imem_inst.addr\[3\],55.94
rf._03445_,55.74
clknet_leaf_55_clk,55.72
clknet_leaf_137_clk,55.72
clknet_leaf_144_clk,55.64
clknet_leaf_109_clk,55.54
clknet_leaf_172_clk,55.44
rf.regs\[18\]\[22\],55.4
rf._04182_,55.38
rf._02327_,55.26
rf.regs\[2\]\[5\],54.98
clknet_leaf_133_clk,54.98
clknet_leaf_18_clk,54.96
rf._01533_,54.92
rf._04382_,54.48
rf.regs\[11\]\[5\],54.48
rf._04170_,54.42
rf._01682_,54.2
clknet_leaf_171_clk,54.18
rf.regs\[3\]\[2\],54.16
clknet_leaf_151_clk,54.14
rf.regs\[11\]\[8\],53.94
rf._04499_,53.9
rf._02540_,53.84
rf._01210_,53.54
clknet_leaf_169_clk,53.48
clknet_leaf_166_clk,53.42
rf._01275_,53.34
clknet_leaf_106_clk,53.34
rf._03708_,53.18
rf._01304_,53.12
clknet_leaf_7_clk,53.08
rf._01774_,53.06
rf._01563_,52.74
rf._02175_,52.66
rf._02981_,52.66
rf._02639_,52.62
rf._04128_,52.5
rf._04372_,52.5
rf.regs\[17\]\[27\],52.5
rf._04288_,52.48
rf._01238_,52.42
alu_inst._221_,52.38
rf.regs\[7\]\[3\],52.34
rf.regs\[18\]\[24\],52.3
clknet_leaf_129_clk,52.26
rf._02287_,52.24
rf._02601_,52.12
rf._04217_,52.08
clknet_leaf_20_clk,52.04
rf._02675_,51.92
rf.regs\[19\]\[4\],51.92
rf._01346_,51.84
rf.regs\[11\]\[9\],51.815
rf._01307_,51.52
rf._04236_,51.24
alu_inst.y\[9\],51.14
rf._01374_,50.82
rf.regs\[19\]\[3\],50.82
rf._03922_,50.76
clknet_leaf_10_clk,50.5
rf._04347_,50.46
rf._03390_,50.38
rf._04324_,50.34
rf._03123_,50.24
rf.regs\[20\]\[10\],50.22
rf._01507_,50.08
rf._04206_,49.84
alu_inst._028_,49.78
rf.regs\[22\]\[26\],49.66
clknet_leaf_36_clk,49.6
rf._03007_,49.42
rf._01287_,49.32
clknet_leaf_148_clk,49.3
rf._02515_,49.2
rf.regs\[28\]\[29\],49.06
rf._04518_,49.02
rf.regs\[9\]\[7\],48.96
rf._03501_,48.94
rf._03477_,48.72
rf.regs\[29\]\[25\],48.7
rf.regs\[0\]\[4\],48.62
clknet_leaf_130_clk,48.6
rf._04429_,48.52
rf._02940_,48.5
rf._04100_,48.4
clknet_leaf_37_clk,48.3
rf._03604_,48.26
rf.regs\[28\]\[0\],48.24
rf.regs\[11\]\[2\],48.12
rf._01357_,47.92
rf._03085_,47.92
rf._03281_,47.9
clknet_leaf_67_clk,47.86
clknet_leaf_167_clk,47.555
rf.regs\[9\]\[3\],47.52
rf._02472_,47.46
clknet_leaf_41_clk,47.26
rf._01221_,47.22
imem_inst.instr\[7\],47.2
rf.regs\[2\]\[15\],47.16
rf._04323_,47.14
clknet_leaf_51_clk,47.14
rf._02527_,47.08
rf.regs\[31\]\[25\],46.98
rf.regs\[16\]\[27\],46.84
alu_inst._094_,46.83
rf.regs\[3\]\[3\],46.82
rf.regs\[2\]\[18\],46.72
rf._04513_,46.48
rf._01791_,46.47
rf.regs\[18\]\[3\],46.4
rf._04085_,46.38
rf.regs\[18\]\[5\],46.3
rf.regs\[3\]\[5\],46.2
rf.regs\[11\]\[10\],46.18
alu_inst.a\[4\],46.16
rf._02955_,46.16
rf._03747_,46.16
rf._02734_,45.83
rf._04033_,45.78
rf.regs\[2\]\[2\],45.78
rf._01400_,45.74
rf._01078_,45.72
rf._04112_,45.72
rf.regs\[2\]\[3\],45.7
rf.regs\[22\]\[11\],45.68
alu_inst._168_,45.54
clknet_leaf_82_clk,45.475
rf.regs\[11\]\[18\],45.46
rf._02889_,45.34
rf._02466_,45.3
rf._04242_,45.28
rf.regs\[11\]\[19\],45.28
imem_inst.instr\[22\],45.22
alu_inst._061_,45.14
clknet_leaf_43_clk,45.06
rf._02745_,44.92
rf.regs\[2\]\[30\],44.855
clknet_leaf_89_clk,44.82
rf._04276_,44.72
rf.regs\[1\]\[25\],44.7
rf.regs\[18\]\[2\],44.68
rf.regs\[18\]\[27\],44.64
rf._04477_,44.56
rf._01215_,44.38
rf._01179_,44.3
rf._02393_,44.3
rf._03377_,44.24
rf.regs\[23\]\[16\],44.24
rf.regs\[17\]\[5\],44.22
rf.regs\[29\]\[10\],44.2
rf._02613_,44.14
rf._01352_,44.12
rf.regs\[2\]\[4\],44.08
clknet_leaf_35_clk,44.06
clknet_leaf_79_clk,44
rf.regs\[25\]\[22\],43.96
rf._03540_,43.92
rf._03763_,43.78
rf._03839_,43.44
clknet_leaf_165_clk,43.42
rf._02773_,43.34
rf.regs\[20\]\[18\],43.34
rf.regs\[30\]\[0\],43.34
clknet_leaf_6_clk,43.3
rf._03143_,43.22
rf._01254_,43.2
net113,43.1
rf._04062_,42.98
rf.regs\[6\]\[3\],42.96
rf.regs\[25\]\[24\],42.92
rf.regs\[1\]\[2\],42.86
rf._02724_,42.84
rf.regs\[3\]\[26\],42.84
rf.regs\[22\]\[10\],42.78
clknet_leaf_45_clk,42.58
rf._02737_,42.56
rf.regs\[24\]\[28\],42.56
rf._03869_,42.5
rf._03734_,42.42
imem_inst.addr\[2\],42.34
rf.regs\[4\]\[2\],42.34
rf.regs\[29\]\[21\],42.26
rf.regs\[7\]\[4\],42.26
rf.regs\[11\]\[4\],42.22
rf._02423_,42.18
rf._02650_,42.16
clknet_leaf_180_clk,42.06
rf._02345_,42.04
rf._03553_,42.04
rf._04466_,42.04
rf.regs\[15\]\[17\],42.02
rf.regs\[25\]\[25\],41.88
rf.regs\[19\]\[1\],41.81
rf.regs\[20\]\[24\],41.8
rf._01343_,41.78
rf._04240_,41.78
rf._02137_,41.76
alu_inst._008_,41.74
alu_inst._106_,41.7
clknet_leaf_126_clk,41.68
rf._02189_,41.64
rf.regs\[29\]\[1\],41.64
alu_inst._135_,41.595
rf._03814_,41.58
rf.regs\[29\]\[22\],41.56
rf._04020_,41.54
alu_inst.b\[0\],41.5
alu_inst._026_,41.48
alu_inst._085_,41.48
rf._01414_,41.48
rf._02664_,41.46
rf._02454_,41.42
rf._02552_,41.42
alu_inst._015_,41.34
rf._02397_,41.3
rf._02453_,41.16
rf.regs\[22\]\[3\],41.12
rf.regs\[15\]\[19\],40.96
alu_inst._207_,40.92
rf._01162_,40.92
rf._03897_,40.8
rf.regs\[2\]\[16\],40.74
rf._01199_,40.66
rf.regs\[18\]\[8\],40.66
rf._03790_,40.58
rf.regs\[4\]\[4\],40.54
rf.regs\[30\]\[16\],40.48
rf._03580_,40.44
rf.regs\[9\]\[4\],40.405
rf.regs\[2\]\[14\],40.4
rf.regs\[31\]\[21\],40.38
rf._03321_,40.375
alu_inst.b\[5\],40.36
rf._03948_,40.36
rf._04193_,40.36
rf._02061_,40.26
rf._01100_,40.22
rf._03630_,40.22
rf.regs\[17\]\[4\],40.22
rf._02404_,40.2
rf.regs\[17\]\[18\],40.14
alu_inst._034_,40.12
rf._02503_,40.1
rf._02797_,40.05
rf.regs\[22\]\[4\],39.86
rf._01143_,39.84
rf._04148_,39.8
clknet_leaf_190_clk,39.8
rf._01585_,39.74
rf._01066_,39.66
rf._02070_,39.62
rf.regs\[2\]\[26\],39.62
clknet_leaf_125_clk,39.58
rf._03268_,39.495
rf._01167_,39.42
rf._03977_,39.42
alu_inst._100_,39.36
rf._03091_,39.36
rf._04311_,39.34
rf._02857_,39.32
rf._03527_,39.3
rf._03695_,39.28
rf.regs\[3\]\[25\],39.25
clknet_leaf_97_clk,39.24
alu_inst._096_,39.23
clknet_leaf_93_clk,39.2
rf._03214_,39.16
rf._02688_,39.1
rf.regs\[22\]\[25\],39.08
rf._02772_,39.02
rf._03020_,38.96
rf.regs\[15\]\[6\],38.94
rf.regs\[4\]\[22\],38.84
rf.regs\[11\]\[3\],38.82
rf.regs\[0\]\[5\],38.72
rf.regs\[30\]\[17\],38.72
clknet_leaf_99_clk,38.68
rf.regs\[15\]\[14\],38.58
rf.regs\[15\]\[10\],38.555
clknet_leaf_8_clk,38.5
rf._01632_,38.44
alu_inst._183_,38.36
rf._01579_,38.34
rf._02343_,38.34
rf.regs\[20\]\[8\],38.24
alu_inst._088_,38.2
rf._01342_,38.18
rf.regs\[22\]\[17\],38.12
rf.regs\[6\]\[4\],38.06
rf._03684_,38.04
rf._04458_,38
rf._04195_,37.98
rf.regs\[15\]\[18\],37.9
alu_inst._191_,37.88
rf._02008_,37.84
rf._02968_,37.82
alu_inst._171_,37.78
rf._02760_,37.78
rf.regs\[1\]\[24\],37.78
rf._04162_,37.74
rf.regs\[29\]\[6\],37.74
rf._04330_,37.68
ctrl._02_,37.62
rf.regs\[7\]\[27\],37.62
alu_inst.a\[5\],37.58
rf.regs\[23\]\[12\],37.56
clknet_leaf_145_clk,37.56
rf.regs\[11\]\[17\],37.52
rf.regs\[22\]\[6\],37.42
rf.regs\[22\]\[8\],37.4
rf._01747_,37.36
rf.regs\[27\]\[22\],37.32
rf.regs\[1\]\[5\],37.28
rf._03336_,37.24
rf._01857_,37.14
imem_inst.instr\[8\],37.04
rf.regs\[17\]\[25\],36.98
rf.regs\[21\]\[3\],36.98
rf._02232_,36.88
rf.regs\[11\]\[12\],36.86
rf._03643_,36.84
rf.regs\[31\]\[8\],36.82
rf.regs\[28\]\[5\],36.78
rf._04135_,36.68
rf._01962_,36.62
clknet_leaf_24_clk,36.56
rf._04289_,36.52
alu_inst._178_,36.5
rf.regs\[31\]\[18\],36.46
rf.regs\[10\]\[2\],36.35
rf.regs\[23\]\[15\],36.34
rf.regs\[7\]\[19\],36.32
rf._03021_,36.3
rf.regs\[17\]\[8\],36.3
rf._01292_,36.22
rf.regs\[20\]\[17\],36.2
rf.regs\[28\]\[19\],36.195
clknet_leaf_98_clk,36.14
rf.regs\[10\]\[3\],36.08
rf._04534_,36.02
rf.regs\[20\]\[16\],36
rf._02020_,35.96
rf._03142_,35.94
rf._04336_,35.94
rf.regs\[9\]\[19\],35.92
rf._02184_,35.86
rf._02354_,35.86
rf._02794_,35.84
rf._04118_,35.84
rf._01953_,35.82
rf._01417_,35.8
alu_inst._174_,35.76
rf._04424_,35.76
rf.regs\[28\]\[25\],35.68
rf._03137_,35.6
alu_inst._186_,35.545
rf.regs\[20\]\[20\],35.54
rf.regs\[25\]\[3\],35.48
rf.regs\[22\]\[13\],35.42
rf._01454_,35.4
rf._01621_,35.4
rf.regs\[2\]\[8\],35.38
rf._02341_,35.36
rf.regs\[25\]\[23\],35.34
rf._04175_,35.26
rf.regs\[21\]\[1\],35.26
rf._04123_,35.2
rf.regs\[13\]\[10\],35.2
rf._03854_,35.14
rf.regs\[13\]\[28\],35.14
rf._04441_,35.06
rf._04531_,35.04
rf.regs\[21\]\[4\],35.02
rf.regs\[9\]\[8\],35.02
rf.regs\[8\]\[10\],34.86
rf.regs\[15\]\[25\],34.84
rf._03433_,34.8
rf.regs\[6\]\[2\],34.76
rf._01299_,34.72
rf.regs\[7\]\[30\],34.64
rf.regs\[26\]\[4\],34.435
rf.regs\[17\]\[3\],34.42
rf.regs\[25\]\[4\],34.42
alu_inst._049_,34.4
rf.regs\[22\]\[12\],34.38
rf.regs\[9\]\[18\],34.34
rf.regs\[11\]\[16\],34.32
rf.regs\[30\]\[10\],34.32
rf._01270_,34.26
rf.regs\[2\]\[27\],34.26
rf.regs\[13\]\[15\],34.16
rf.regs\[8\]\[24\],34.14
rf.regs\[9\]\[5\],34.12
alu_inst._154_,33.98
clknet_leaf_124_clk,33.96
rf.regs\[20\]\[21\],33.92
rf.regs\[7\]\[10\],33.92
clknet_leaf_54_clk,33.92
rf.regs\[13\]\[27\],33.8
rf.regs\[14\]\[4\],33.78
rf.regs\[26\]\[14\],33.78
rf.regs\[29\]\[31\],33.76
rf.regs\[23\]\[10\],33.74
alu_inst._193_,33.72
rf._02596_,33.72
rf._02987_,33.66
rf._03029_,33.62
rf.regs\[28\]\[30\],33.58
rf.regs\[8\]\[25\],33.565
rf._01095_,33.56
rf._04358_,33.54
rf.regs\[1\]\[3\],33.54
alu_inst._121_,33.52
rf._03801_,33.44
rf.regs\[29\]\[7\],33.42
alu_inst.a\[23\],33.38
rf._02444_,33.38
rf.regs\[12\]\[4\],33.31
rf.regs\[22\]\[23\],33.3
rf.regs\[28\]\[2\],33.26
rf.regs\[26\]\[13\],33.22
rf._01802_,33.18
rf._02547_,33.16
rf.regs\[1\]\[26\],33.12
rf._01421_,33.06
rf.regs\[17\]\[9\],33.06
rf.regs\[26\]\[5\],33.06
rf.regs\[0\]\[26\],33.05
clknet_leaf_189_clk,33.04
net121,33.04
rf.regs\[11\]\[13\],33.02
rf._03591_,33
rf.regs\[26\]\[12\],33
rf.regs\[24\]\[7\],32.96
alu_inst.a\[20\],32.95
rf.regs\[16\]\[25\],32.92
rf._02173_,32.88
rf._02299_,32.88
rf.regs\[27\]\[23\],32.84
rf.regs\[2\]\[10\],32.84
rf._02409_,32.82
rf.regs\[23\]\[7\],32.82
rf.regs\[15\]\[28\],32.8
clknet_leaf_2_clk,32.8
rf.regs\[20\]\[7\],32.78
rf.regs\[1\]\[23\],32.76
rf._03909_,32.74
rf.regs\[23\]\[8\],32.74
rf.regs\[18\]\[28\],32.7
rf.regs\[15\]\[5\],32.68
rf.regs\[20\]\[13\],32.68
rf.regs\[28\]\[18\],32.68
rf._02990_,32.66
rf._01967_,32.62
rf.regs\[2\]\[17\],32.62
rf.regs\[27\]\[17\],32.58
clknet_leaf_111_clk,32.46
rf._01680_,32.42
rf._04264_,32.42
rf._04340_,32.4
rf.regs\[19\]\[8\],32.4
rf._01910_,32.38
rf.regs\[23\]\[17\],32.38
rf.regs\[2\]\[20\],32.38
clknet_leaf_23_clk,32.38
rf.regs\[22\]\[24\],32.34
rf._04335_,32.26
rf.regs\[24\]\[9\],32.26
rf._02461_,32.24
rf.regs\[21\]\[27\],32.24
rf.regs\[28\]\[8\],32.14
rf.regs\[13\]\[19\],32.12
rf.regs\[29\]\[23\],32.12
rf._03187_,32.08
rf.regs\[1\]\[4\],31.96
rf._02413_,31.9
rf.regs\[22\]\[16\],31.9
rf.regs\[30\]\[19\],31.9
rf.regs\[31\]\[23\],31.86
rf.regs\[23\]\[1\],31.84
alu_inst._041_,31.82
rf._01473_,31.82
rf._02502_,31.82
rf.regs\[14\]\[25\],31.78
rf._02969_,31.7
rf.regs\[15\]\[4\],31.68
rf.regs\[9\]\[9\],31.64
rf._01249_,31.62
rf._04452_,31.62
alu_inst._165_,31.6
alu_inst.y\[7\],31.56
rf.regs\[22\]\[15\],31.56
rf.regs\[9\]\[16\],31.56
rf._04310_,31.48
rf.regs\[28\]\[26\],31.48
rf._01154_,31.46
rf.regs\[21\]\[2\],31.46
rf.regs\[23\]\[3\],31.44
rf._01983_,31.42
rf._02532_,31.42
rf.regs\[13\]\[3\],31.36
alu_inst._020_,31.34
rf.regs\[2\]\[21\],31.34
clknet_leaf_107_clk,31.3
rf._02564_,31.28
rf._04263_,31.24
rf.regs\[26\]\[29\],31.24
rf.regs\[19\]\[27\],31.22
rf.regs\[13\]\[12\],31.2
rf.regs\[20\]\[22\],31.2
alu_inst._155_,31.18
rf.regs\[7\]\[18\],31.14
rf.regs\[13\]\[25\],31.06
rf.regs\[17\]\[10\],31.06
rf.regs\[23\]\[24\],31.06
rf._03058_,31.04
rf._02778_,30.98
rf.regs\[15\]\[11\],30.92
rf.regs\[3\]\[7\],30.9
rf.regs\[22\]\[2\],30.86
rf.regs\[23\]\[4\],30.84
rf.regs\[28\]\[27\],30.84
rf.regs\[2\]\[31\],30.84
rf.regs\[21\]\[19\],30.82
rf.regs\[26\]\[17\],30.815
rf._01518_,30.78
rf._04293_,30.78
rf.regs\[17\]\[15\],30.78
alu_inst.y\[5\],30.74
rf.regs\[27\]\[0\],30.72
rf._03483_,30.64
rf._03884_,30.62
rf._04487_,30.62
rf.regs\[23\]\[11\],30.6
rf.regs\[24\]\[5\],30.6
rf._03423_,30.54
rf._02786_,30.52
rf.regs\[9\]\[11\],30.455
rf.regs\[20\]\[12\],30.42
rf.regs\[20\]\[9\],30.42
rf.regs\[3\]\[8\],30.4
rf.regs\[16\]\[18\],30.28
rf.regs\[25\]\[9\],30.26
rf.regs\[12\]\[12\],30.24
rf._02699_,30.22
rf.regs\[16\]\[21\],30.2
rf._03174_,30.16
rf.regs\[18\]\[4\],30.16
rf._04209_,30.08
rf.regs\[20\]\[14\],30.08
rf.regs\[30\]\[11\],30.08
rf.regs\[14\]\[28\],30.02
rf.regs\[14\]\[20\],30
rf._01735_,29.98
rf.regs\[20\]\[23\],29.98
rf.regs\[9\]\[17\],29.98
rf._02041_,29.94
rf.regs\[27\]\[1\],29.94
rf._02246_,29.88
rf._02131_,29.86
rf.regs\[16\]\[26\],29.86
rf.regs\[22\]\[7\],29.86
rf.regs\[27\]\[16\],29.86
rf._02698_,29.82
net122,29.82
rf.regs\[30\]\[25\],29.8
rf.regs\[30\]\[27\],29.8
alu_inst.b\[3\],29.72
rf.regs\[16\]\[29\],29.72
rf.regs\[24\]\[4\],29.72
rf._01852_,29.66
rf._01405_,29.62
rf._02556_,29.58
rf._01807_,29.52
rf.regs\[10\]\[27\],29.52
rf.regs\[13\]\[2\],29.46
rf.regs\[17\]\[1\],29.46
rf.regs\[31\]\[4\],29.4
rf.regs\[7\]\[1\],29.4
rf._03467_,29.36
rf._02458_,29.34
rf.regs\[8\]\[26\],29.295
rf._04222_,29.28
rf.regs\[22\]\[19\],29.22
rf._01656_,29.18
rf._03104_,29.18
rf._02059_,29.16
rf.regs\[9\]\[0\],29.13
rf._02333_,29.1
rf.regs\[16\]\[14\],29.1
rf._04009_,29.06
rf.regs\[17\]\[11\],29.06
rf.regs\[3\]\[0\],29
rf.regs\[24\]\[17\],28.98
rf._01128_,28.96
rf._03406_,28.92
rf._03965_,28.84
rf._02560_,28.82
rf._02964_,28.82
rf.regs\[11\]\[14\],28.82
rf.regs\[24\]\[27\],28.78
rf._04316_,28.74
rf._01694_,28.72
rf.regs\[22\]\[14\],28.72
rf.regs\[26\]\[10\],28.7
rf._04120_,28.68
rf.regs\[1\]\[7\],28.68
rf.regs\[26\]\[0\],28.66
rf._01951_,28.58
rf.regs\[11\]\[21\],28.58
rf.regs\[23\]\[26\],28.58
clknet_leaf_71_clk,28.56
rf._03355_,28.54
rf.regs\[19\]\[0\],28.52
rf.regs\[31\]\[17\],28.52
alu_inst._060_,28.51
rf._03826_,28.5
rf._02679_,28.48
rf._02493_,28.44
rf.regs\[8\]\[23\],28.42
rf._01194_,28.4
rf._02115_,28.38
rf.regs\[14\]\[8\],28.38
rf.regs\[6\]\[30\],28.36
alu_inst._122_,28.34
rf._02449_,28.28
rf._04241_,28.28
rf.regs\[26\]\[6\],28.28
rf.regs\[20\]\[15\],28.24
rf._03016_,28.22
rf.regs\[26\]\[30\],28.22
rf.regs\[3\]\[27\],28.22
rf.regs\[3\]\[29\],28.22
rf.regs\[12\]\[2\],28.16
rf.regs\[14\]\[27\],28.16
rf._02729_,28.12
rf._02902_,28.12
rf._04283_,28.08
rf.regs\[28\]\[17\],28.06
rf.regs\[9\]\[14\],28.06
alu_inst._127_,28.04
rf.regs\[13\]\[14\],28.04
rf.regs\[31\]\[24\],28.01
rf.regs\[11\]\[7\],28
rf._02782_,27.98
rf.regs\[22\]\[9\],27.98
rf.regs\[3\]\[21\],27.98
rf._04434_,27.94
rf.regs\[29\]\[27\],27.94
rf.regs\[9\]\[10\],27.9
rf.regs\[22\]\[21\],27.82
rf._01752_,27.8
rf._01742_,27.76
rf.regs\[8\]\[17\],27.735
rf.regs\[15\]\[8\],27.7
rf._02975_,27.69
rf.regs\[4\]\[9\],27.68
rf._03520_,27.66
rf._01409_,27.6
rf.regs\[15\]\[12\],27.52
rf.regs\[2\]\[13\],27.52
rf.regs\[11\]\[28\],27.48
alu_inst._062_,27.44
rf.regs\[24\]\[6\],27.44
rf._02440_,27.42
rf.regs\[10\]\[26\],27.42
rf._01514_,27.36
rf._02542_,27.36
rf._02016_,27.34
rf._01410_,27.32
rf.regs\[3\]\[4\],27.32
rf.regs\[12\]\[19\],27.28
rf.regs\[6\]\[16\],27.22
rf.regs\[27\]\[18\],27.12
rf._01737_,27.08
rf.regs\[13\]\[17\],27.06
rf.regs\[0\]\[21\],27.04
rf.regs\[30\]\[12\],27.04
rf.regs\[8\]\[27\],27.04
rf._04449_,26.98
rf.regs\[12\]\[3\],26.98
rf.regs\[14\]\[5\],26.98
rf.regs\[14\]\[9\],26.98
rf.regs\[26\]\[1\],26.96
alu_inst._091_,26.94
rf.regs\[22\]\[27\],26.94
rf.regs\[26\]\[26\],26.92
alu_inst.b\[24\],26.88
rf._01468_,26.88
rf._02498_,26.88
rf.regs\[11\]\[11\],26.86
rf.regs\[29\]\[14\],26.86
alu_inst._043_,26.8
rf.regs\[17\]\[2\],26.8
rf.regs\[12\]\[10\],26.78
rf._01897_,26.76
alu_inst._164_,26.74
clknet_leaf_104_clk,26.74
rf.regs\[9\]\[21\],26.7
alu_inst._097_,26.68
rf.regs\[17\]\[21\],26.68
rf.regs\[31\]\[0\],26.68
rf._02551_,26.66
rf._03507_,26.6
rf.regs\[8\]\[12\],26.6
rf._02528_,26.58
rf._04417_,26.56
rf.regs\[17\]\[26\],26.56
rf.regs\[28\]\[4\],26.54
rf.regs\[15\]\[24\],26.52
rf.regs\[27\]\[26\],26.52
rf.regs\[0\]\[30\],26.44
alu_inst._198_,26.36
alu_inst._216_,26.36
rf._02483_,26.36
rf.regs\[25\]\[5\],26.34
rf._01876_,26.28
rf.regs\[22\]\[18\],26.28
alu_inst.a\[16\],26.22
rf._03936_,26.22
rf._04469_,26.22
rf.regs\[27\]\[29\],26.22
alu_inst.a\[14\],26.21
rf._02392_,26.18
rf._02430_,26.18
rf._03050_,26.18
rf.regs\[14\]\[21\],26.18
rf._02417_,26.12
rf.regs\[26\]\[23\],26.12
rf._02581_,26.1
rf._04496_,26.1
rf._02097_,26.06
rf._04516_,26.04
rf._02385_,26.02
rf.regs\[28\]\[6\],26.02
rf.regs\[29\]\[15\],26.02
rf.regs\[9\]\[12\],26.02
rf.regs\[13\]\[13\],26
rf.regs\[16\]\[12\],25.98
rf.regs\[29\]\[28\],25.98
rf.regs\[8\]\[3\],25.98
rf.regs\[15\]\[20\],25.92
rf.regs\[25\]\[11\],25.88
rf._02025_,25.86
rf.regs\[10\]\[24\],25.82
rf.regs\[16\]\[24\],25.82
rf.regs\[27\]\[19\],25.8
rf.regs\[0\]\[19\],25.78
rf.regs\[7\]\[23\],25.78
alu_inst._066_,25.72
rf.regs\[12\]\[26\],25.7
rf.regs\[22\]\[22\],25.7
rf._02340_,25.68
rf.regs\[26\]\[27\],25.66
rf._01523_,25.64
rf._04256_,25.64
rf.regs\[9\]\[26\],25.64
clknet_leaf_186_clk,25.64
rf._03775_,25.6
rf.regs\[23\]\[2\],25.6
rf.regs\[27\]\[13\],25.58
rf.regs\[27\]\[3\],25.58
rf._01958_,25.54
rf.regs\[0\]\[22\],25.52
rf._01637_,25.5
rf._01290_,25.48
rf._03890_,25.48
rf.regs\[24\]\[14\],25.48
rf.regs\[22\]\[20\],25.46
rf.regs\[23\]\[21\],25.46
alu_inst._079_,25.44
alu_inst.b\[16\],25.44
rf.regs\[15\]\[21\],25.38
rf.regs\[26\]\[28\],25.38
rf.regs\[6\]\[19\],25.38
rf.regs\[6\]\[5\],25.38
rf.regs\[26\]\[9\],25.34
rf.regs\[3\]\[24\],25.34
rf.regs\[6\]\[17\],25.34
rf.regs\[12\]\[22\],25.32
rf._02577_,25.3
rf._02289_,25.28
rf._04444_,25.26
rf.regs\[3\]\[9\],25.26
rf.regs\[15\]\[15\],25.24
rf.regs\[4\]\[0\],25.24
rf.regs\[11\]\[1\],25.22
rf.regs\[25\]\[1\],25.22
rf.regs\[26\]\[16\],25.2
rf._01261_,25.18
rf._03314_,25.14
rf.regs\[21\]\[24\],25.12
rf.regs\[6\]\[15\],25.12
rf.regs\[13\]\[5\],25.1
rf._02988_,25.06
rf.regs\[10\]\[28\],25.06
rf.regs\[2\]\[11\],25.06
rf._02462_,25.04
rf.regs\[15\]\[16\],25.04
alu_inst._021_,25.03
rf._01371_,25.02
rf._02395_,25
rf.regs\[24\]\[29\],24.98
rf.regs\[26\]\[2\],24.96
rf.regs\[9\]\[25\],24.96
rf._04071_,24.94
rf._04169_,24.94
