net,length_um
rf.regs\[6\]\[7\],13.94
alu_inst._156_,13.92
rf._03221_,13.9
rf.regs\[0\]\[14\],13.9
rf._02188_,13.88
rf._02324_,13.88
rf._02474_,13.88
rf._03719_,13.88
rf._04491_,13.88
rf._02348_,13.86
rf.regs\[4\]\[5\],13.86
rf._01665_,13.84
rf._01907_,13.84
rf._04204_,13.84
rf.regs\[1\]\[0\],13.84
alu_inst._010_,13.82
rf.regs\[3\]\[22\],13.82
rf._01721_,13.8
rf._02769_,13.8
rf.regs\[1\]\[18\],13.78
rf._01509_,13.76
rf._02740_,13.76
rf._04251_,13.76
rf.regs\[23\]\[31\],13.76
alu_inst._030_,13.74
rf.regs\[29\]\[11\],13.74
net361,13.74
rf._02758_,13.71
alu_inst._126_,13.7
rf._04439_,13.68
rf.regs\[25\]\[21\],13.68
rf.regs\[4\]\[6\],13.68
out[16],13.67
rf._01395_,13.66
rf._02045_,13.66
rf._03810_,13.66
rf._04375_,13.64
rf.regs\[18\]\[6\],13.64
rf.regs\[19\]\[15\],13.62
alu_inst._092_,13.6
rf.regs\[27\]\[25\],13.58
rf._02960_,13.56
rf._03404_,13.56
rf._03837_,13.56
rf.regs\[10\]\[10\],13.56
rf.regs\[13\]\[8\],13.56
rf._02691_,13.54
rf._03057_,13.54
rf._02040_,13.52
rf._01434_,13.5
alu_inst.b\[12\],13.48
rf.regs\[13\]\[20\],13.48
rf.regs\[13\]\[9\],13.48
rf.regs\[25\]\[12\],13.48
rf._02872_,13.46
rf._03395_,13.46
rf._04178_,13.46
alu_inst._001_,13.435
rf._03987_,13.42
rf.regs\[12\]\[7\],13.42
rf.regs\[3\]\[16\],13.42
net469,13.42
alu_inst._019_,13.4
rf._02054_,13.4
rf.regs\[8\]\[15\],13.4
rf._01130_,13.38
rf.regs\[27\]\[24\],13.36
rf._01663_,13.34
rf._01204_,13.32
rf._01305_,13.32
rf._05530_,13.32
rf._02811_,13.3
rf._02856_,13.3
rf.regs\[14\]\[24\],13.3
rf.regs\[7\]\[21\],13.3
rf.regs\[1\]\[14\],13.26
rf._02270_,13.24
rf._03539_,13.22
rf.regs\[25\]\[28\],13.22
rf._01217_,13.2
rf._01235_,13.16
rf._01917_,13.16
rf._02717_,13.16
rf._03320_,13.16
rf.regs\[1\]\[20\],13.16
alu_inst._037_,13.14
rf.regs\[7\]\[8\],13.14
rf.regs\[1\]\[29\],13.12
alu_inst.b\[31\],13.08
rf._01274_,13.08
rf._02490_,13.08
rf._03623_,13.08
net480,13.08
rf._02109_,13.06
net727,13.04
rf._03369_,13.02
rf._03497_,13.02
rf._02496_,13
rf._03999_,13
rf._04319_,13
rf._01803_,12.98
rf._04397_,12.98
net246,12.98
alu_inst._194_,12.96
rf._03111_,12.96
rf._04078_,12.96
rf.regs\[16\]\[8\],12.96
rf.regs\[28\]\[31\],12.96
net554,12.96
rf._01932_,12.94
rf._02271_,12.94
rf._02710_,12.94
rf._03084_,12.94
rf._01332_,12.92
rf._03414_,12.92
alu_inst.a\[9\],12.88
rf._01573_,12.88
alu_inst.a\[7\],12.86
rf._02510_,12.84
rf._02895_,12.84
rf.regs\[1\]\[21\],12.82
net70,12.82
rf.regs\[13\]\[29\],12.78
rf.regs\[4\]\[11\],12.78
rf._03831_,12.76
net119,12.76
rf._02185_,12.74
rf.regs\[25\]\[13\],12.74
alu_inst._142_,12.72
rf._02668_,12.72
rf.regs\[12\]\[1\],12.72
rf.regs\[20\]\[25\],12.72
rf.regs\[7\]\[0\],12.72
rf._01329_,12.7
rf._02147_,12.7
alu_inst.b\[27\],12.68
rf.regs\[10\]\[18\],12.675
rf.regs\[5\]\[7\],12.66
net669,12.66
rf._03285_,12.64
alu_inst._006_,12.62
rf._01666_,12.62
rf._01966_,12.62
rf._03465_,12.62
rf._04181_,12.62
net371,12.62
rf.regs\[19\]\[7\],12.6
rf.regs\[23\]\[30\],12.6
rf._02777_,12.58
rf._04279_,12.58
rf._04577_,12.58
rf.regs\[17\]\[13\],12.58
rf.regs\[13\]\[4\],12.575
rf._02447_,12.54
rf.regs\[8\]\[11\],12.52
rf._01998_,12.5
rf._02367_,12.5
rf._03480_,12.5
rf._03888_,12.5
rf.regs\[22\]\[0\],12.5
rf.regs\[19\]\[14\],12.48
rf.regs\[31\]\[3\],12.48
rf.regs\[31\]\[28\],12.46
rf.regs\[11\]\[27\],12.42
rf.regs\[4\]\[13\],12.42
out[19],12.41
rf._04152_,12.4
rf.regs\[7\]\[14\],12.38
alu_inst._123_,12.34
rf._01937_,12.3
rf._01970_,12.28
rf._02574_,12.28
rf.regs\[19\]\[20\],12.28
rf.regs\[6\]\[26\],12.28
alu_inst._175_,12.24
rf._02746_,12.24
rf.regs\[21\]\[20\],12.24
rf._01990_,12.22
rf._04202_,12.22
rf._01379_,12.18
rf.regs\[5\]\[13\],12.18
rf._01860_,12.16
rf._02722_,12.16
net184,12.16
rf._01787_,12.14
net790,12.14
net797,12.14
rf.regs\[14\]\[10\],12.12
rf.regs\[3\]\[15\],12.12
net393,12.12
rf._01757_,12.1
rf._03403_,12.1
rf._04296_,12.1
alu_inst._078_,12.08
rf._01459_,12.08
rf._02029_,12.08
rf._03596_,12.08
rf._03860_,12.08
rf._03441_,12.04
rf.regs\[5\]\[30\],12.04
rf._02619_,12.02
rf._02860_,12.02
rf.regs\[12\]\[24\],12.02
rf.regs\[21\]\[30\],12.02
rf._02676_,12
rf.regs\[13\]\[7\],12
rf.regs\[25\]\[8\],12
net291,12
rf.regs\[21\]\[18\],11.995
rf._02231_,11.98
rf._03033_,11.96
rf._01418_,11.94
rf._01605_,11.94
net580,11.94
rf._01901_,11.92
net334,11.9
alu_inst.a\[28\],11.88
alu_inst.b\[28\],11.86
rf._04005_,11.86
rf.regs\[7\]\[26\],11.86
out[23],11.85
rf._00250_,11.845
rf._01197_,11.84
rf._03642_,11.84
rf._04048_,11.84
rf.regs\[21\]\[10\],11.84
rf.regs\[5\]\[23\],11.84
rf._01946_,11.82
rf._04608_,11.82
rf.regs\[19\]\[23\],11.82
rf.regs\[10\]\[12\],11.8
alu_inst._081_,11.72
rf._01300_,11.72
rf.regs\[6\]\[27\],11.72
net245,11.72
rf._01569_,11.7
rf._01652_,11.7
rf._03054_,11.7
rf._03120_,11.7
rf._04003_,11.7
rf._04363_,11.7
rf._04414_,11.7
rf._05577_,11.7
clknet_leaf_17_clk,11.7
net198,11.7
net725,11.7
net755,11.7
rf._04394_,11.68
rf._03302_,11.66
out[10],11.63
rf._02078_,11.62
rf._02083_,11.62
rf._03167_,11.6
net271,11.6
net235,11.58
net592,11.58
alu_inst._039_,11.575
rf._01476_,11.56
rf.regs\[6\]\[20\],11.54
rf._00383_,11.525
alu_inst.a\[12\],11.52
rf._03376_,11.5
rf.regs\[29\]\[4\],11.5
net847,11.5
rf.regs\[13\]\[11\],11.46
alu_inst._146_,11.42
rf.regs\[5\]\[16\],11.42
rf.regs\[7\]\[15\],11.42
alu_inst._151_,11.41
rf._01407_,11.38
rf.regs\[6\]\[12\],11.38
rf._02344_,11.36
alu_inst._055_,11.34
alu_inst.b\[1\],11.34
rf._02099_,11.34
rf._05144_,11.34
rf.regs\[23\]\[6\],11.34
rf.regs\[12\]\[17\],11.32
rf.regs\[19\]\[11\],11.32
rf.regs\[6\]\[1\],11.3
rf._04422_,11.26
rf.regs\[4\]\[18\],11.26
rf._01925_,11.24
rf._03227_,11.24
rf._03549_,11.24
rf._03994_,11.24
rf._04015_,11.24
rf._04029_,11.24
rf._04225_,11.24
rf._04457_,11.24
rf._04936_,11.24
rf._05380_,11.24
rf.regs\[18\]\[18\],11.24
net419,11.24
net778,11.24
rf._02178_,11.22
alu_inst._077_,11.2
rf._01122_,11.2
net607,11.2
rf._05609_,11.18
rf.regs\[25\]\[14\],11.18
rf._01279_,11.16
rf._02136_,11.16
alu_inst.b\[2\],11.14
rf._03157_,11.14
rf.regs\[21\]\[5\],11.14
net356,11.14
net631,11.14
rf._00039_,11.125
rf._01169_,11.12
rf._03145_,11.12
rf._03617_,11.12
rf._03712_,11.12
rf._03817_,11.12
rf._04326_,11.12
rf._04528_,11.12
net214,11.12
net355,11.12
net514,11.12
net644,11.12
net636,11.1
net887,11.1
rf._01619_,11.08
rf._03698_,11.08
rf.regs\[14\]\[22\],11.08
rf.regs\[5\]\[18\],11.08
rf._01466_,11.06
rf._03569_,11.04
rf.regs\[5\]\[31\],11.04
net816,11.04
alu_inst._032_,11.02
rf._02469_,11.02
rf._03991_,11.02
net220,11.02
net545,11.02
rf._03572_,11
rf.regs\[21\]\[8\],11
rf.regs\[7\]\[17\],11
net254,11
net574,11
net878,11
rf._02477_,10.98
rf.regs\[21\]\[21\],10.98
rf._04180_,10.95
rf._01070_,10.92
rf._03746_,10.92
rf._04219_,10.92
rf._04373_,10.9
net130,10.9
net336,10.9
net537,10.9
alu_inst._229_,10.88
rf._03610_,10.88
rf._04892_,10.88
rf.regs\[12\]\[18\],10.88
rf.regs\[25\]\[7\],10.88
rf._02796_,10.86
rf._03967_,10.86
rf._02784_,10.84
rf._05735_,10.84
reset,10.83
rf._02360_,10.82
out[15],10.81
out[8],10.81
rf._01811_,10.8
rf._02157_,10.8
rf._03713_,10.8
rf._04101_,10.8
rf._04953_,10.8
rf.regs\[18\]\[0\],10.8
alu_inst._224_,10.78
rf._02037_,10.78
rf._02122_,10.78
rf._02748_,10.78
rf._02789_,10.78
rf._03113_,10.78
rf._03611_,10.78
rf._03842_,10.78
rf._03946_,10.78
rf._04480_,10.78
rf._05057_,10.78
net160,10.78
net181,10.78
net211,10.78
net406,10.78
net453,10.78
net892,10.78
rf._00612_,10.745
alu_inst._083_,10.74
rf._03061_,10.74
rf.regs\[15\]\[29\],10.74
rf.regs\[4\]\[7\],10.74
rf._03718_,10.72
rf._01301_,10.7
rf._01360_,10.7
rf.regs\[1\]\[8\],10.7
rf.regs\[5\]\[17\],10.7
rf._01519_,10.68
rf._01741_,10.68
rf._02707_,10.68
rf._04246_,10.68
net247,10.68
net267,10.68
net452,10.68
net481,10.68
net879,10.68
alu_inst._040_,10.66
alu_inst._140_,10.66
rf._02167_,10.66
rf._04232_,10.66
rf._04456_,10.66
rf._04475_,10.66
rf._05476_,10.66
net668,10.66
rf._00680_,10.645
rf.regs\[10\]\[6\],10.64
rf.regs\[12\]\[13\],10.64
net314,10.64
rf.regs\[19\]\[13\],10.62
net516,10.62
out[27],10.59
alu_inst._200_,10.58
rf._01675_,10.58
rf._01846_,10.58
net288,10.58
out[11],10.56
rf._02215_,10.56
rf._03103_,10.56
rf._03170_,10.56
net465,10.56
net720,10.56
rf._04428_,10.54
rf._03044_,10.52
alu_inst._009_,10.5
rf._02651_,10.5
rf._05401_,10.5
rf._01778_,10.48
rf._03151_,10.46
rf._03179_,10.46
rf.regs\[7\]\[7\],10.46
alu_inst.b\[11\],10.44
out[18],10.44
rf._01678_,10.44
rf._01766_,10.44
rf._04618_,10.44
rf.regs\[7\]\[12\],10.44
rf.regs\[29\]\[3\],10.42
rf._02071_,10.4
rf._02771_,10.4
rf._04039_,10.4
rf._04493_,10.4
rf._04718_,10.4
rf._05403_,10.4
rf._05610_,10.4
net855,10.4
net883,10.4
alu_inst.a\[2\],10.38
alu_inst.b\[7\],10.38
rf._03510_,10.36
rf._04410_,10.36
rf._00590_,10.345
rf._01363_,10.34
rf._01706_,10.34
rf._01978_,10.34
rf._02239_,10.34
rf._03385_,10.34
rf._03697_,10.34
rf._03768_,10.34
rf._04104_,10.34
rf.regs\[4\]\[20\],10.34
alu_inst.a\[11\],10.32
out[2],10.32
rf._01077_,10.32
rf._01335_,10.32
rf._01761_,10.32
rf._03363_,10.32
rf._03496_,10.32
rf._03925_,10.32
rf._04338_,10.32
rf._04374_,10.32
rf._05026_,10.32
rf._05366_,10.32
rf.regs\[15\]\[2\],10.32
rf.regs\[5\]\[1\],10.32
net209,10.32
net380,10.32
net507,10.32
net552,10.32
net562,10.32
rf._01452_,10.3
alu_inst.a\[15\],10.28
rf._01830_,10.28
rf._01924_,10.28
rf._02223_,10.28
rf._03040_,10.28
rf._04611_,10.28
alu_inst._219_,10.24
rf._02909_,10.24
rf._03115_,10.24
rf._04257_,10.24
rf._05211_,10.24
rf.regs\[19\]\[26\],10.22
net378,10.22
net884,10.22
rf.regs\[25\]\[19\],10.21
net140,10.2
net671,10.2
net765,10.2
rf._01057_,10.18
rf._01730_,10.18
net207,10.18
net449,10.18
rf.regs\[3\]\[17\],10.16
net624,10.16
net867,10.14
out[3],10.13
rf._00941_,10.125
rf._01175_,10.12
rf._01599_,10.12
rf._02001_,10.12
rf._02114_,10.12
rf._03284_,10.12
rf._04026_,10.12
net418,10.12
net427,10.12
rf._00645_,10.105
out[13],10.1
out[21],10.1
rf._02947_,10.1
rf._01048_,10.08
rf._02567_,10.08
net686,10.08
rf._03100_,10.06
net905,10.06
rf.regs\[20\]\[2\],10.04
rf.regs\[31\]\[16\],10.04
rf._02030_,10.02
rf._00208_,10.005
rf._01315_,10
rf._03225_,10
rf._03902_,10
alu_inst._018_,9.98
rf._02171_,9.98
rf._03938_,9.98
rf._04407_,9.98
rf._05004_,9.98
net150,9.98
net222,9.98
rf._02374_,9.965
rf.regs\[25\]\[10\],9.96
alu_inst._185_,9.95
rf._01620_,9.94
rf._03093_,9.94
rf._04822_,9.94
rf.regs\[13\]\[21\],9.94
rf.regs\[15\]\[0\],9.94
net112,9.94
alu_inst._235_,9.92
rf._03651_,9.9
rf._05286_,9.9
rf.regs\[5\]\[26\],9.9
rf._01381_,9.88
rf._01542_,9.88
rf._02763_,9.88
rf._04682_,9.88
alu_inst._046_,9.86
rf._01359_,9.86
rf._02487_,9.86
rf._04298_,9.86
rf._04554_,9.86
rf._04884_,9.86
rf._05355_,9.86
net237,9.86
net322,9.86
net323,9.86
net389,9.86
net464,9.86
net601,9.86
net672,9.86
net798,9.86
net854,9.86
net866,9.86
rf._00674_,9.84
rf.regs\[15\]\[30\],9.84
rf._03699_,9.82
net881,9.82
rf.regs\[5\]\[27\],9.8
rf._01218_,9.78
rf._01252_,9.78
rf._02177_,9.78
rf._02236_,9.78
rf._02400_,9.78
rf._02495_,9.78
rf._03146_,9.78
rf._02720_,9.76
rf._03328_,9.76
rf._04447_,9.76
net266,9.76
net293,9.76
net468,9.76
net477,9.76
net493,9.76
net565,9.76
net576,9.76
net618,9.76
net661,9.76
net857,9.76
alu_inst._073_,9.74
rf._01840_,9.74
rf._03397_,9.74
rf._03752_,9.74
net208,9.74
net265,9.74
net280,9.74
net704,9.74
net714,9.74
rf._05358_,9.72
net196,9.72
net213,9.72
rf._02997_,9.7
rf._03260_,9.7
net764,9.7
rf._01836_,9.66
rf._02148_,9.66
rf._02571_,9.66
rf._02689_,9.66
out[12],9.64
out[22],9.64
out[5],9.64
out[6],9.64
rf._01258_,9.64
rf._05089_,9.64
net328,9.64
net520,9.64
net621,9.64
rf.regs\[5\]\[0\],9.62
net365,9.62
rf._02312_,9.6
rf.regs\[1\]\[28\],9.6
rf.regs\[1\]\[6\],9.6
alu_inst._053_,9.58
rf._01557_,9.54
rf._02267_,9.54
rf._03523_,9.54
rf._03865_,9.54
rf._01458_,9.52
rf._01624_,9.52
rf._02021_,9.52
rf._02091_,9.52
rf._02319_,9.52
rf._03776_,9.52
rf._05121_,9.52
rf._05248_,9.52
rf._05687_,9.52
rf.regs\[5\]\[29\],9.52
net151,9.52
net169,9.52
net479,9.52
net583,9.52
net872,9.52
rf._03876_,9.5
rf.regs\[7\]\[16\],9.5
rf.regs\[9\]\[30\],9.5
rf._00389_,9.485
alu_inst.b\[21\],9.48
rf._01713_,9.48
rf._04583_,9.48
rf._04728_,9.48
rf._05065_,9.48
rf._05091_,9.48
rf._05725_,9.48
out[14],9.45
out[9],9.45
rf._01200_,9.44
rf._03342_,9.44
rf._03648_,9.44
rf._03754_,9.44
rf._04345_,9.44
rf._05322_,9.44
rf._05641_,9.44
out[25],9.42
rf._01306_,9.42
rf._02681_,9.42
rf._03490_,9.42
rf._03578_,9.42
rf._03593_,9.42
rf._04052_,9.42
rf._04074_,9.42
rf._04664_,9.42
rf._05047_,9.42
rf._05050_,9.42
rf._05147_,9.42
rf._05324_,9.42
rf._05581_,9.42
rf._05728_,9.42
_026_,9.4
rf._02262_,9.4
rf._03625_,9.4
rf._04514_,9.4
rf._04721_,9.4
rf._05157_,9.4
rf._05349_,9.4
rf._05397_,9.4
net319,9.4
net392,9.4
net428,9.4
net521,9.4
net549,9.4
net609,9.4
net737,9.4
net793,9.4
alu_inst._187_,9.38
rf._01893_,9.38
rf._02350_,9.38
rf._02507_,9.36
rf._03893_,9.36
rf._04622_,9.36
rf._04657_,9.36
rf._04744_,9.36
rf._04995_,9.36
net345,9.36
net724,9.36
net768,9.36
net829,9.36
rf._02297_,9.34
rf.regs\[19\]\[21\],9.34
out[30],9.33
rf._00191_,9.325
rf._03140_,9.32
rf._03676_,9.32
rf._03679_,9.32
rf._04505_,9.32
rf._05376_,9.32
rf._05409_,9.32
rf._05462_,9.32
rf._03298_,9.3
net216,9.3
net238,9.3
net248,9.3
net351,9.3
net401,9.3
net467,9.3
net542,9.3
net608,9.3
net622,9.3
net654,9.3
net680,9.3
net689,9.3
net810,9.3
rf._01147_,9.28
rf.regs\[14\]\[1\],9.28
rf.regs\[5\]\[15\],9.28
net275,9.28
net734,9.28
net762,9.28
rf._05690_,9.26
net525,9.26
net269,9.24
out[4],9.21
rf._01784_,9.2
rf._04353_,9.2
rf._04498_,9.2
net382,9.2
net398,9.2
net495,9.2
rf._01801_,9.18
net505,9.18
net787,9.18
net837,9.18
rf._01765_,9.16
rf._01918_,9.16
rf._02090_,9.16
rf._03797_,9.16
rf.regs\[5\]\[25\],9.16
net118,9.16
rf._01430_,9.14
net285,9.14
rf._02307_,9.12
rf._01539_,9.08
rf._02961_,9.08
rf._03742_,9.08
rf._01207_,9.06
rf._01551_,9.06
rf._01814_,9.06
rf._02318_,9.06
rf._03156_,9.06
rf._03609_,9.06
rf._03750_,9.06
net147,9.06
net256,9.06
net307,9.06
net362,9.06
alu_inst._104_,9.04
alu_inst.a\[25\],9.04
rf._01283_,9.04
rf.regs\[11\]\[24\],9.04
net451,9.04
net478,9.04
rf._00668_,9.025
rf._01617_,9.02
rf._01895_,9.02
rf._02946_,9.02
rf._04869_,9.02
rf._05053_,9.02
rf._05160_,9.02
rf._05186_,9.02
rf._05452_,9.02
net45,9.02
net785,9.02
rf._01759_,9
_046_,8.98
alu_inst._052_,8.98
rf._02438_,8.98
rf._05114_,8.98
rf._05706_,8.98
out[17],8.96
out[7],8.96
rf._00541_,8.96
rf._02538_,8.96
rf._05709_,8.96
rf.regs\[10\]\[14\],8.96
rf._00889_,8.945
alu_inst._087_,8.94
rf._03941_,8.94
rf._04147_,8.94
net195,8.94
net197,8.94
net294,8.94
net358,8.94
net486,8.94
net510,8.94
net553,8.94
net572,8.94
net643,8.94
net667,8.94
net674,8.94
rf._00792_,8.925
rf._01038_,8.9
rf._04167_,8.9
rf._04778_,8.9
rf._04793_,8.9
rf._05351_,8.9
rf.regs\[5\]\[9\],8.9
net589,8.9
net606,8.9
net783,8.9
net885,8.9
rf._04105_,8.88
alu_inst._182_,8.86
rf._02094_,8.86
rf._02974_,8.86
rf._03042_,8.86
rf._03761_,8.86
rf._04272_,8.86
rf._04717_,8.86
rf._05356_,8.86
out[28],8.84
rf._03203_,8.84
net270,8.84
net304,8.84
net346,8.84
net430,8.84
net508,8.84
net518,8.84
net613,8.84
net673,8.84
net789,8.84
net899,8.84
rf._01821_,8.82
rf._03990_,8.82
rf._05765_,8.82
net348,8.82
net499,8.82
rf._02284_,8.8
net201,8.8
net263,8.8
net409,8.8
net487,8.8
net840,8.8
rf._03210_,8.78
rf._02014_,8.76
rf.regs\[3\]\[28\],8.76
rf._01544_,8.74
rf._03939_,8.74
rf._04678_,8.74
net404,8.74
net459,8.74
net657,8.74
out[0],8.72
rf.regs\[12\]\[14\],8.72
net780,8.72
rf.regs\[17\]\[0\],8.7
net317,8.7
rf._01552_,8.68
rf._02500_,8.68
rf._03895_,8.68
rf._05098_,8.66
rf._00046_,8.645
rf._01602_,8.62
rf._02134_,8.62
rf._02208_,8.62
rf._02669_,8.62
rf._03006_,8.62
rf._03535_,8.62
rf._03905_,8.62
rf._03973_,8.62
out[29],8.6
rf._01327_,8.6
rf._01487_,8.6
rf._01750_,8.6
rf._02643_,8.6
rf._03393_,8.6
rf._03850_,8.6
rf._05184_,8.6
net146,8.6
net699,8.6
net839,8.6
rf._03533_,8.58
rf._05042_,8.58
rf._04602_,8.56
rf._04813_,8.56
rf._05213_,8.56
rf._05415_,8.56
out[1],8.53
out[24],8.53
rf._00789_,8.525
rf._01001_,8.525
rf._02524_,8.52
rf._02979_,8.52
rf._03013_,8.52
rf._03654_,8.52
rf._05282_,8.52
rf._01164_,8.5
rf._03341_,8.5
rf._03904_,8.5
rf._04579_,8.5
rf._04627_,8.5
rf._05781_,8.5
net458,8.5
net573,8.5
rf._00607_,8.485
rf._01158_,8.48
rf._01501_,8.48
rf._01582_,8.48
rf._01798_,8.48
rf._01885_,8.48
net152,8.48
net159,8.48
net179,8.48
net239,8.48
net259,8.48
net303,8.48
net318,8.48
net341,8.48
net394,8.48
net435,8.48
net444,8.48
net475,8.48
net502,8.48
net570,8.48
net617,8.48
net626,8.48
net633,8.48
net645,8.48
net666,8.48
net697,8.48
net746,8.48
net747,8.48
net752,8.48
net795,8.48
net807,8.48
net861,8.48
rf._02692_,8.46
rf._01206_,8.44
rf._01255_,8.44
rf._01502_,8.44
rf._03360_,8.44
rf._03407_,8.44
rf._03944_,8.44
rf._04665_,8.44
rf._04853_,8.44
rf._05105_,8.44
rf._05805_,8.44
net581,8.44
net708,8.44
rf._05514_,8.42
rf._02544_,8.4
rf._03887_,8.4
rf._04261_,8.4
rf._04702_,8.4
rf._01340_,8.385
rf._01268_,8.38
rf._02656_,8.38
rf._03583_,8.38
net232,8.38
net388,8.38
net400,8.38
net424,8.38
net519,8.38
net541,8.38
net721,8.38
net726,8.38
net745,8.38
net748,8.38
net777,8.38
net843,8.38
net898,8.38
rf._04485_,8.36
net217,8.36
net233,8.36
net595,8.36
rf._02293_,8.34
rf._05303_,8.34
net332,8.34
net472,8.34
net544,8.34
net753,8.34
net773,8.34
net817,8.34
net844,8.34
net859,8.34
alu_inst._196_,8.32
rf._01212_,8.32
rf._01528_,8.32
rf._03095_,8.32
rf._01957_,8.3
rf._05681_,8.3
rf.regs\[3\]\[13\],8.3
rf._01596_,8.28
rf._02272_,8.28
rf._02620_,8.28
rf._03436_,8.28
rf._03456_,8.28
rf._04519_,8.28
net891,8.28
rf._00116_,8.265
alu_inst._232_,8.26
rf._01404_,8.26
rf._02176_,8.26
rf.regs\[23\]\[28\],8.26
net337,8.26
alu_inst.a\[6\],8.24
rf._00201_,8.24
rf._04908_,8.24
rf.regs\[31\]\[11\],8.24
net757,8.24
net904,8.2
rf._02662_,8.18
alu_inst._212_,8.16
rf._01715_,8.16
rf._01963_,8.16
rf._02004_,8.16
rf._02711_,8.16
rf._03047_,8.16
rf._01131_,8.14
rf._01155_,8.14
rf._01428_,8.14
rf._02268_,8.14
rf._02439_,8.14
rf._02667_,8.14
rf._02939_,8.14
rf._04401_,8.14
net128,8.14
net782,8.14
rf._01497_,8.12
rf._02441_,8.12
rf._02578_,8.12
rf._03832_,8.12
rf._04012_,8.12
rf._04502_,8.12
rf._01936_,8.1
rf._01986_,8.1
rf._02128_,8.1
rf._02806_,8.1
rf._03088_,8.1
rf._03458_,8.1
rf._05752_,8.1
rf._02635_,8.09
rf._00753_,8.065
rf._01968_,8.06
rf._03063_,8.06
rf._03504_,8.06
rf._03785_,8.06
rf._03970_,8.06
rf._04185_,8.06
rf._04425_,8.06
rf._05434_,8.06
rf._05449_,8.06
rf._05739_,8.06
out[31],8.04
rf._01432_,8.04
rf._01909_,8.04
rf._01981_,8.04
rf._03292_,8.04
rf._03645_,8.04
rf._04046_,8.04
rf._02337_,8.02
rf._02685_,8.02
rf._02999_,8.02
rf._03193_,8.02
rf._03687_,8.02
rf._03702_,8.02
rf._04684_,8.02
rf._04686_,8.02
rf._05217_,8.02
rf._05555_,8.02
net155,8.02
net164,8.02
net173,8.02
net218,8.02
net250,8.02
net262,8.02
net289,8.02
net299,8.02
net320,8.02
net403,8.02
net506,8.02
net523,8.02
net546,8.02
net612,8.02
net651,8.02
net802,8.02
net903,8.02
rf._00207_,8.005
_045_,7.98
rf._01257_,7.98
rf._02292_,7.98
rf._02425_,7.98
rf._02883_,7.98
rf._03244_,7.98
rf._03521_,7.98
rf._04017_,7.98
rf._05194_,7.98
rf._05536_,7.98
rf._05615_,7.98
rf._05733_,7.98
net182,7.98
net296,7.98
net313,7.98
net442,7.98
net485,7.98
net632,7.98
net682,7.98
net897,7.98
rf._01511_,7.96
rf._03661_,7.96
rf._04743_,7.96
rf._00414_,7.94
rf._00661_,7.94
rf._01657_,7.94
rf._02164_,7.94
rf._04482_,7.94
rf._04840_,7.94
rf._05732_,7.94
rf._00305_,7.92
rf._02388_,7.92
net309,7.92
net312,7.92
net338,7.92
net384,7.92
net511,7.92
net526,7.92
net590,7.92
net614,7.92
net767,7.92
net803,7.92
net850,7.92
net902,7.92
rf._01732_,7.9
rf._01785_,7.9
rf._02604_,7.9
rf._03577_,7.9
net347,7.9
net360,7.9
rf._00287_,7.88
rf._01538_,7.88
rf._01764_,7.88
rf._02056_,7.88
rf._05784_,7.88
rf.regs\[25\]\[30\],7.88
net366,7.88
net391,7.88
rf._01425_,7.86
rf._00449_,7.845
rf._00767_,7.845
rf._01710_,7.84
rf._01354_,7.82
rf._01540_,7.82
rf._02437_,7.82
rf._03380_,7.82
rf._03788_,7.82
rf._04525_,7.82
net241,7.82
net283,7.82
rf._04367_,7.8
net321,7.8
net333,7.8
net852,7.8
rf._00358_,7.78
rf._01219_,7.78
rf._04166_,7.78
rf.regs\[5\]\[8\],7.78
net89,7.76
pc_inst._000_,7.76
net662,7.76
alu_inst._131_,7.74
rf._01671_,7.72
rf._02624_,7.72
rf._01171_,7.7
rf._01654_,7.7
rf._01748_,7.7
rf._01975_,7.7
rf._02716_,7.7
rf._02954_,7.7
rf._03154_,7.7
rf._03327_,7.7
rf._03484_,7.7
net84,7.7
rf._01401_,7.68
rf._02519_,7.68
rf._02526_,7.68
rf._03049_,7.68
rf._03178_,7.68
rf._03524_,7.68
rf._03638_,7.68
rf._05126_,7.68
rf._05483_,7.68
rf.regs\[19\]\[12\],7.68
net206,7.68
net491,7.68
ctrl._03_,7.66
rf._02024_,7.66
rf._04986_,7.66
rf._01490_,7.64
rf._02594_,7.64
rf._03864_,7.64
rf._04715_,7.64
rf._05405_,7.64
rf._00091_,7.625
rf._03181_,7.62
rf._01794_,7.6
rf._02572_,7.6
rf._03068_,7.6
rf._04036_,7.6
rf._04705_,7.6
rf._05164_,7.6
rf._05487_,7.6
rf._01347_,7.58
rf._01477_,7.58
rf._03856_,7.58
rf._04044_,7.58
rf._05243_,7.58
rf._00216_,7.565
alu_inst._059_,7.56
rf._02242_,7.56
rf._02623_,7.56
rf._03289_,7.56
rf._04089_,7.56
rf._05260_,7.56
rf._05424_,7.56
rf.regs\[24\]\[2\],7.56
net91,7.56
net175,7.56
net276,7.56
net339,7.56
net342,7.56
net381,7.56
net676,7.56
net740,7.56
net770,7.56
rf._02053_,7.54
rf._04107_,7.54
rf._04515_,7.54
rf.regs\[19\]\[10\],7.54
rf._00688_,7.52
rf._01366_,7.52
rf._02421_,7.52
rf._03368_,7.52
rf._03858_,7.52
rf._04548_,7.52
rf._04659_,7.52
rf._04739_,7.52
rf._04955_,7.52
rf._05101_,7.52
